,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offset in data table (for modders),0x00 (0),0x04 (4),0x08 (8),0xC (12),0x10 (16),0x14 (20),0x18 (24),0x1C (28),0x20 (32),0x24 (36),0x25 (37),0x26 (38),0x27 (39),0x29 (41),0x2C (44),0x2D (45),0x2E (46),0x2F (47),0x30 (48),0x31 (49),0x32 (50),0x33 (51),0x35 (53),0x37 (55),0x38 (56),0x3C (60),0x40 (64),0x44 (68),0x48 (72),0x4C (76),0x50 (80),0x54 (84),0x5C (92),0x60 (96),0x64 (100),0x65 (101),0x66 (102),0x67 (103),0x68 (104),0x6C (108),0x70 (112),0x74 (116),0x78 (120),0x7C (124),0x80 (128),0x84 (132),0x88 (136),0x8C (140),0x90 (144),0x94 (148),0x98 (152),0x9C (156),0xA0 (160),0xA4 (164),0xA8 (168),0xBC (188),0xC0 (192),0xC4 (196),0xC8 (200),0xCC (204),0xD0 (208),0xD4 (212),0xD8 (216),0xDC (220),0xE0 (224),0xE8 (232),0xEC (236),0xF0 (240),0xF4 (244),0x110 (272),0x130 (304),0x134 (308),0x138 (312),0x13C (316),0x140 (320),0x144 (324),0x148 (328),0x14C (332),0x150 (336),0x154 (340),0x158 (344),0x15C (348),0x160 (352),0x164 (356),0x168 (360),0x16C (364),,,,Params right of here are only useful to modders,0xAC (172),0xB0 (176),0xB4 (180),0xB8 (184),0xE4 (228),0xF8 (248),0xFC (252),0x100 (256),0x104 (260),0x108 (264),0x10C (268),0x114 (276),0x118 (280),0x11C (284),0x120 (288),0x124 (292),0x128 (296),0x12C (300),Total Size
Jack Frost,1095,1,48,55,4,5,4,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1095,1094,1093,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1096,1,48,55,4,5,4,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1096,1095,1094,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1097,1,48,55,4,5,4,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1097,1096,1095,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1098,1,48,55,4,5,4,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1098,1097,1096,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1099,1,48,55,4,5,4,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1099,1098,1097,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1100,1,48,55,4,5,4,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,1099,1098,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Aogami Type-1,1101,8,75,81,8,8,7,9,13,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,57,21,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_MagatsuhiSpring (531),100,100,100,Null (0),125,50,125,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1101,1100,1099,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Aogami Type-2,1102,17,166,79,14,20,12,11,16,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,300,36,3,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_MagatsuhiSpring (531),100,100,100,Null (0),125,50,125,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1102,1101,1100,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Aogami Type-3,1103,25,219,104,24,19,21,16,17,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,788,55,5,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_MagatsuhiSpring (531),100,100,100,Null (0),125,50,125,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1103,1102,1101,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Aogami Type-4,1104,31,213,168,15,18,31,25,26,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,1312,74,6,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_MagatsuhiSpring (531),100,100,100,Null (0),125,50,125,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1104,1103,1102,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Aogami Type-5,1105,36,354,128,23,35,30,20,28,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,1946,94,7,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_MagatsuhiSpring (531),100,100,100,Null (0),125,50,125,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1105,1104,1103,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Aogami Type-6,1106,41,299,210,29,23,40,31,22,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,2727,116,8,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_MagatsuhiSpring (531),100,100,100,Null (0),125,50,125,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1106,1105,1104,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Aogami Type-7,1107,44,345,206,32,23,23,35,40,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,3267,131,8,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_MagatsuhiSpring (531),100,100,100,Null (0),125,50,125,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1107,1106,1105,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Aogami Type-8,1108,48,426,195,28,29,37,28,42,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,4067,153,9,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_MagatsuhiSpring (531),100,100,100,Null (0),125,50,125,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1108,1107,1106,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Aogami Type-9,1109,54,431,274,24,29,51,39,40,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,5431,190,10,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_MagatsuhiSpring (531),100,100,100,Null (0),125,50,125,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1109,1108,1107,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Aogami Type-10,1110,61,717,212,46,56,32,31,37,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,7246,241,12,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_MagatsuhiSpring (531),100,100,100,Null (0),125,50,125,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,1109,1108,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Aogami Type-0,1111,67,712,276,59,47,32,36,50,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,8955,290,13,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_MagatsuhiSpring (531),100,100,100,Null (0),125,50,125,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,1110,1109,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Aogami Type-A,1112,12,132,70,14,16,11,9,10,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,123,28,2,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_MagatsuhiSpring (531),100,100,100,Null (0),125,50,125,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1112,1111,1110,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Aogami Type-B,1113,28,229,138,21,23,21,24,30,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,1035,65,5,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_MagatsuhiSpring (531),100,100,100,Null (0),125,50,125,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1113,1112,1111,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Aogami Type-C,1114,51,519,232,56,46,24,36,30,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,4725,171,10,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_MagatsuhiSpring (531),100,100,100,Null (0),125,50,125,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1114,1113,1112,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Aogami Type-D,1115,72,712,476,36,43,71,55,52,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,9884,333,14,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_MagatsuhiSpring (531),100,100,100,Null (0),125,50,125,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1115,1114,1113,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Tsukuyomi Base,1116,52,431,243,30,32,27,46,42,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,4955,177,10,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_MagatsuhiSpring (531),100,125,Drain (1000),50,100,Null (0),100,100,100,100,100,100,Null (0),100,6,0,7,0,0,7,0,0,0,3,3,3,0,1116,1115,1114,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Tsukuyomi Median,1117,69,680,329,39,41,34,60,54,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,9550,306,13,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_MagatsuhiSpring (531),100,125,Drain (1000),50,100,Null (0),100,100,100,100,100,100,Null (0),100,6,0,7,0,0,7,0,0,0,3,3,3,0,1117,1116,1115,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Tsukuyomi Ultimus,1118,80,898,391,45,46,39,68,63,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,11087,408,16,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_MagatsuhiSpring (531),100,125,Drain (1000),50,100,Null (0),100,100,100,100,100,100,Null (0),100,6,0,7,0,0,7,0,0,0,3,3,3,0,1118,1117,1116,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1119,1,48,55,4,5,4,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1119,1118,1117,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1120,1,42,69,3,4,6,5,5,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,1119,1118,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1121,1,42,69,3,4,6,5,5,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1121,1120,1119,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1122,1,42,69,3,4,6,5,5,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1122,1121,1120,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1123,1,53,50,6,5,3,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1123,1122,1121,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1124,1,48,55,4,5,4,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1124,1123,1122,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1125,1,43,64,4,4,3,6,5,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1125,1124,1123,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1126,1,42,69,3,4,6,5,5,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1126,1125,1124,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1127,1,53,50,6,5,3,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1127,1126,1125,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1128,1,42,69,3,4,6,5,5,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1128,1127,1126,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1129,1,53,50,6,5,3,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1129,1128,1127,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1130,1,48,55,4,5,4,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1130,1129,1128,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1131,1,42,69,3,4,6,5,5,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1131,1130,1129,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1132,1,42,69,3,4,6,5,5,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1132,1131,1130,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1133,1,42,69,3,4,6,5,5,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1133,1132,1131,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1134,1,53,50,6,5,3,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1134,1133,1132,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1135,1,48,55,4,5,4,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1135,1134,1133,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1136,1,43,64,4,4,3,6,5,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1136,1135,1134,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1137,1,42,69,3,4,6,5,5,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1137,1136,1135,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1138,1,53,50,6,5,3,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1138,1137,1136,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1139,1,42,69,3,4,6,5,5,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1139,1138,1137,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1140,1,53,50,6,5,3,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,1139,1138,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1141,1,48,55,4,5,4,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1141,1140,1139,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1142,1,42,69,3,4,6,5,5,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1142,1141,1140,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1143,1,42,69,3,4,6,5,5,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1143,1142,1141,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1144,1,42,69,3,4,6,5,5,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,1143,1142,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1145,1,53,50,6,5,3,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1145,1144,1143,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1146,1,48,55,4,5,4,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1146,1145,1144,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1147,1,43,64,4,4,3,6,5,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1147,1146,1145,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1148,1,42,69,3,4,6,5,5,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1148,1147,1146,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Jack Frost,1149,1,48,55,4,5,4,4,4,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,24,10,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1149,1148,1147,TRUE,TRUE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Yuzuru Atsuta,1150,8,83,70,9,9,9,9,8,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,57,21,1,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_PinpointVitals (666),100,125,50,100,100,50,100,100,100,100,100,100,100,100,2,-2,2,0,0,1,-2,0,-3,1,0,0,0,1150,1149,1148,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Ichiro Dazai,1151,44,345,206,26,27,23,41,36,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,3267,131,8,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_BeginnersLuck (661),100,Null (0),125,100,100,50,50,100,100,100,100,100,100,100,0,3,-3,0,2,4,-6,0,3,1,0,0,0,1151,1150,1149,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
Tao Isonokami,1152,20,138,125,11,12,23,17,18,0,0,0,0,0,0,0,0,1,1,0,1,1,98,5,100,100,0,0,453,41,4,0,0,0,10,10,0,100,,,,,,,,,,,,,,,,,,Skill_SaintsPrayer (618),100,100,100,100,100,50,125,100,100,100,50,100,100,100,-3,0,0,0,0,3,-3,0,0,2,2,2,0,1152,1151,1150,FALSE,FALSE,TRUE,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,
